TIEMPO;FT748;FT903;FT901;TOTAL ENTRADA;REPOSICION;FT764;FT904;TOTAL RETORNO;TORRE_PILETA;TEMP_RETORNO
12 02 2023 20:06:00;4.610.000;2.930.000;3.800.000;11.340;284;7.100.000;4.680.000;11.780;38,3;42,9
12 02 2023 20:07:00;4.620.000;3.000.000;3.820.000;11.440;301;6.990.000;4.610.000;11.600;38,6;43,1
12 02 2023 20:08:00;4.560.000;2.930.000;3.750.000;11.240;230;7.130.000;4.790.000;11.920;38,6;43,3
12 02 2023 20:09:00;4.570.000;2.900.000;3.830.000;11.300;254;7.110.000;4.570.000;11.680;38,9;43,1
12 02 2023 20:10:00;4.560.000;2.980.000;3.880.000;11.420;217;7.130.000;4.710.000;11.840;38,5;43,1
12 02 2023 20:11:00;4.600.000;2.890.000;3.820.000;11.310;221;6.900.000;4.650.000;11.550;38,6;43,1
12 02 2023 20:12:00;4.580.000;2.850.000;3.850.000;11.280;301;6.950.000;4.670.000;11.620;38,6;43,2
12 02 2023 20:13:00;4.520.000;2.790.000;3.870.000;11.180;289;7.140.000;4.590.000;11.730;38,5;43,4
12 02 2023 20:14:00;4.570.000;2.960.000;3.910.000;11.440;301;6.940.000;4.640.000;11.580;38,6;43,5
12 02 2023 20:15:00;4.620.000;2.900.000;3.830.000;11.350;306;7.030.000;4.560.000;11.590;39,5;43,7
12 02 2023 20:16:00;4.550.000;3.050.000;3.890.000;11.490;281;7.060.000;4.610.000;11.670;39,4;43,9
12 02 2023 20:17:00;4.610.000;2.840.000;3.830.000;11.280;275;7.060.000;4.720.000;11.780;39,0;44,0
12 02 2023 20:18:00;4.620.000;2.910.000;3.870.000;11.400;308;6.990.000;4.550.000;11.540;39,5;43,9
12 02 2023 20:19:00;4.610.000;2.910.000;3.840.000;11.360;244;7.010.000;4.690.000;11.700;39,1;44,0
12 02 2023 20:20:00;4.570.000;2.980.000;3.900.000;11.450;235;7.030.000;4.660.000;11.690;39,7;44,1
12 02 2023 20:21:00;4.520.000;2.870.000;3.870.000;11.260;278;7.140.000;4.680.000;11.820;39,9;44,3
12 02 2023 20:22:00;4.520.000;2.900.000;3.840.000;11.260;348;7.030.000;4.610.000;11.640;40,0;44,4
12 02 2023 20:23:00;4.550.000;2.940.000;3.760.000;11.250;327;7.110.000;4.610.000;11.720;39,9;44,6
12 02 2023 20:24:00;4.570.000;3.000.000;3.880.000;11.450;312;7.020.000;4.730.000;11.750;39,9;44,7
12 02 2023 20:25:00;4.530.000;2.930.000;3.840.000;11.300;226;6.970.000;4.670.000;11.640;40,6;44,7
12 02 2023 20:26:00;4.530.000;2.930.000;3.880.000;11.340;266;7.040.000;4.680.000;11.720;40,2;44,8
12 02 2023 20:27:00;4.610.000;2.950.000;3.910.000;11.470;262;7.120.000;4.760.000;11.880;40,3;44,7
12 02 2023 20:28:00;4.590.000;2.920.000;3.830.000;11.340;301;7.080.000;4.610.000;11.690;39,9;44,6
12 02 2023 20:29:00;4.540.000;2.770.000;3.810.000;11.120;305;7.030.000;4.650.000;11.680;40,1;44,3
12 02 2023 20:30:00;4.640.000;2.890.000;3.840.000;11.370;265;7.080.000;4.560.000;11.640;38,7;44,2
12 02 2023 20:31:00;4.540.000;2.930.000;3.790.000;11.260;301;7.030.000;4.570.000;11.600;39,4;44,2
12 02 2023 20:32:00;4.570.000;2.980.000;3.880.000;11.430;266;7.040.000;4.630.000;11.670;39,3;44,1
12 02 2023 20:33:00;4.590.000;2.960.000;3.890.000;11.440;237;6.930.000;4.650.000;11.580;39,4;44,0
12 02 2023 20:34:00;4.610.000;2.920.000;3.790.000;11.320;297;7.020.000;4.620.000;11.640;39,1;43,9
12 02 2023 20:35:00;4.540.000;2.970.000;3.880.000;11.390;295;7.060.000;4.520.000;11.580;38,9;43,9
12 02 2023 20:36:00;4.520.000;3.010.000;3.850.000;11.380;314;7.000.000;4.710.000;11.710;38,8;43,9
12 02 2023 20:37:00;4.610.000;3.000.000;3.830.000;11.440;277;7.130.000;4.680.000;11.810;38,8;44,0
12 02 2023 20:38:00;4.520.000;2.920.000;3.810.000;11.250;265;7.110.000;4.620.000;11.730;38,9;44,1
12 02 2023 20:39:00;4.570.000;2.930.000;3.870.000;11.370;254;7.080.000;4.640.000;11.720;39,3;44,3
12 02 2023 20:40:00;4.620.000;3.010.000;3.850.000;11.480;274;7.030.000;4.690.000;11.720;39,4;44,5
12 02 2023 20:41:00;4.560.000;2.950.000;3.760.000;11.270;270;7.000.000;4.690.000;11.690;40,5;44,8
12 02 2023 20:42:00;4.600.000;2.960.000;3.870.000;11.430;286;7.080.000;4.690.000;11.770;40,5;45,1
12 02 2023 20:43:00;4.590.000;2.900.000;3.760.000;11.250;356;7.020.000;4.670.000;11.690;40,1;45,4
12 02 2023 20:44:00;4.590.000;2.830.000;3.920.000;11.340;304;6.980.000;4.620.000;11.600;40,4;45,6
12 02 2023 20:45:00;4.590.000;2.920.000;3.740.000;11.250;281;7.030.000;4.710.000;11.740;41,1;45,6
12 02 2023 20:46:00;4.640.000;2.920.000;3.820.000;11.380;339;6.850.000;4.550.000;11.400;40,8;45,4
12 02 2023 20:47:00;4.620.000;2.980.000;3.870.000;11.470;302;6.990.000;4.660.000;11.650;40,6;45,0
12 02 2023 20:48:00;4.650.000;2.950.000;3.810.000;11.410;271;7.110.000;4.630.000;11.740;40,3;44,7
12 02 2023 20:49:00;4.610.000;2.890.000;3.900.000;11.400;252;6.990.000;4.650.000;11.640;39,9;44,4
12 02 2023 20:50:00;4.500.000;3.020.000;3.860.000;11.380;244;7.130.000;4.530.000;11.660;39,3;44,2
12 02 2023 20:51:00;4.560.000;2.920.000;3.780.000;11.260;276;6.970.000;4.620.000;11.590;39,6;44,0
12 02 2023 20:52:00;4.590.000;2.980.000;3.850.000;11.420;328;7.020.000;4.630.000;11.650;38,9;43,9
12 02 2023 20:53:00;4.630.000;2.890.000;3.930.000;11.450;254;7.060.000;4.570.000;11.630;39,0;43,8
12 02 2023 20:54:00;4.630.000;2.730.000;3.850.000;11.210;276;7.010.000;4.730.000;11.740;38,9;43,8
12 02 2023 20:55:00;4.540.000;2.790.000;3.760.000;11.090;291;7.020.000;4.580.000;11.600;39,2;44,0
12 02 2023 20:56:00;4.600.000;2.960.000;3.860.000;11.420;260;7.010.000;4.640.000;11.650;40,1;44,2
12 02 2023 20:57:00;4.580.000;2.940.000;3.790.000;11.310;257;7.060.000;4.620.000;11.680;39,8;44,5
12 02 2023 20:58:00;4.570.000;2.860.000;3.800.000;11.230;247;6.980.000;4.590.000;11.570;40,2;44,9
12 02 2023 20:59:00;4.590.000;2.950.000;3.790.000;11.330;338;7.090.000;4.570.000;11.660;40,7;45,2
12 02 2023 21:00:00;4.580.000;2.920.000;3.780.000;11.280;282;7.010.000;4.480.000;11.490;41,3;45,1
12 02 2023 21:01:00;4.580.000;2.900.000;3.780.000;11.260;306;7.030.000;4.690.000;11.720;40,5;44,8
12 02 2023 21:02:00;4.620.000;3.020.000;3.760.000;11.400;293;7.040.000;4.710.000;11.750;40,1;44,7
12 02 2023 21:03:00;4.560.000;2.910.000;3.870.000;11.340;262;6.940.000;4.560.000;11.500;40,3;44,7
12 02 2023 21:04:00;4.590.000;2.950.000;3.810.000;11.350;340;7.180.000;4.490.000;11.670;40,2;44,8
12 02 2023 21:05:00;4.580.000;2.850.000;3.740.000;11.170;254;6.860.000;4.590.000;11.450;39,6;44,7
12 02 2023 21:06:00;4.550.000;2.870.000;3.740.000;11.160;243;7.060.000;4.570.000;11.630;39,9;44,6
12 02 2023 21:07:00;4.590.000;2.930.000;3.850.000;11.370;310;7.040.000;4.650.000;11.690;39,3;44,5
12 02 2023 21:08:00;4.520.000;3.020.000;3.750.000;11.290;304;7.060.000;4.640.000;11.700;39,3;44,2
12 02 2023 21:09:00;4.540.000;3.010.000;3.790.000;11.340;293;7.040.000;4.670.000;11.710;39,7;44,1
12 02 2023 21:10:00;4.540.000;2.900.000;3.760.000;11.200;298;6.970.000;4.690.000;11.660;38,9;43,9
12 02 2023 21:11:00;4.560.000;2.880.000;3.740.000;11.180;302;7.030.000;4.620.000;11.650;39,0;43,8
12 02 2023 21:12:00;4.550.000;2.970.000;3.860.000;11.380;295;7.030.000;4.570.000;11.600;39,3;43,8
12 02 2023 21:13:00;4.620.000;2.940.000;3.830.000;11.390;341;7.020.000;4.560.000;11.580;39,1;43,8
12 02 2023 21:14:00;4.630.000;2.990.000;3.870.000;11.490;321;7.130.000;4.580.000;11.710;38,9;43,7
12 02 2023 21:15:00;4.550.000;2.980.000;3.800.000;11.330;313;7.050.000;4.570.000;11.620;38,9;43,7
12 02 2023 21:16:00;4.560.000;2.970.000;3.920.000;11.450;313;7.000.000;4.700.000;11.700;38,6;43,7
12 02 2023 21:17:00;4.550.000;2.830.000;3.830.000;11.210;255;6.980.000;4.620.000;11.600;39,0;43,9
12 02 2023 21:18:00;4.480.000;2.940.000;3.800.000;11.220;240;7.080.000;4.730.000;11.810;39,3;44,1
12 02 2023 21:19:00;4.610.000;2.860.000;3.890.000;11.360;270;6.990.000;4.570.000;11.560;40,0;44,3
12 02 2023 21:20:00;4.540.000;2.900.000;3.830.000;11.270;257;7.060.000;4.700.000;11.760;39,1;44,6
12 02 2023 21:21:00;4.570.000;2.830.000;3.810.000;11.210;276;6.950.000;4.660.000;11.610;40,1;44,8
12 02 2023 21:22:00;4.600.000;2.950.000;3.730.000;11.280;289;6.990.000;4.690.000;11.680;40,1;44,8
12 02 2023 21:23:00;4.550.000;2.850.000;3.790.000;11.190;227;7.010.000;4.650.000;11.660;40,0;44,9
12 02 2023 21:24:00;4.540.000;2.850.000;3.800.000;11.190;270;6.960.000;4.630.000;11.590;40,5;44,9
12 02 2023 21:25:00;4.580.000;2.920.000;3.830.000;11.330;279;7.040.000;4.620.000;11.660;39,9;44,9
12 02 2023 21:26:00;4.500.000;2.920.000;3.800.000;11.220;260;7.050.000;4.600.000;11.650;40,3;44,8
12 02 2023 21:27:00;4.600.000;2.970.000;3.840.000;11.410;258;7.040.000;4.670.000;11.710;39,8;44,8
12 02 2023 21:28:00;4.520.000;2.940.000;3.780.000;11.240;289;7.080.000;4.500.000;11.580;40,1;44,9
12 02 2023 21:29:00;4.500.000;2.860.000;3.770.000;11.130;284;7.060.000;4.590.000;11.650;40,1;45,1
12 02 2023 21:30:00;4.550.000;2.900.000;3.770.000;11.220;278;7.110.000;4.660.000;11.770;40,7;45,2
12 02 2023 21:31:00;4.600.000;3.060.000;3.830.000;11.490;352;7.040.000;4.630.000;11.670;40,2;45,3
12 02 2023 21:32:00;4.610.000;2.900.000;3.860.000;11.370;270;7.050.000;4.670.000;11.720;40,5;45,3
12 02 2023 21:33:00;4.520.000;2.880.000;3.850.000;11.250;296;7.130.000;4.690.000;11.820;40,5;45,4
12 02 2023 21:34:00;4.550.000;3.030.000;3.840.000;11.420;254;7.030.000;4.810.000;11.840;41,0;45,4
12 02 2023 21:35:00;4.500.000;2.860.000;3.920.000;11.280;266;6.930.000;4.580.000;11.510;41,0;45,4
12 02 2023 21:36:00;4.530.000;2.840.000;3.860.000;11.230;350;7.030.000;4.630.000;11.660;41,0;45,2
12 02 2023 21:37:00;4.560.000;2.950.000;3.880.000;11.390;337;7.050.000;4.640.000;11.690;40,6;45,1
12 02 2023 21:38:00;4.620.000;2.870.000;3.840.000;11.330;252;7.050.000;4.600.000;11.650;40,6;44,9
12 02 2023 21:39:00;4.560.000;2.970.000;3.750.000;11.280;258;7.020.000;4.580.000;11.600;40,0;44,6
12 02 2023 21:40:00;4.660.000;2.840.000;3.860.000;11.360;299;7.060.000;4.660.000;11.720;39,8;44,3
12 02 2023 21:41:00;4.550.000;3.010.000;3.950.000;11.510;316;7.020.000;4.640.000;11.660;39,5;44,1
12 02 2023 21:42:00;4.560.000;2.950.000;3.860.000;11.370;275;7.000.000;4.640.000;11.640;39,4;44,0
12 02 2023 21:43:00;4.590.000;3.000.000;3.880.000;11.470;281;7.090.000;4.620.000;11.710;39,3;43,9
12 02 2023 21:44:00;4.610.000;2.970.000;3.880.000;11.460;241;6.940.000;4.610.000;11.550;39,2;43,8
12 02 2023 21:45:00;4.500.000;2.910.000;3.790.000;11.200;349;7.050.000;4.620.000;11.670;39,1;43,7
12 02 2023 21:46:00;4.520.000;2.890.000;3.810.000;11.220;269;7.090.000;4.610.000;11.700;38,5;43,4
12 02 2023 21:47:00;4.580.000;2.870.000;3.860.000;11.310;261;7.150.000;4.500.000;11.650;38,8;43,3
12 02 2023 21:48:00;4.660.000;2.990.000;3.730.000;11.380;322;7.110.000;4.610.000;11.720;38,8;43,3
12 02 2023 21:49:00;4.510.000;2.990.000;3.830.000;11.330;333;6.940.000;4.700.000;11.640;38,9;43,4
12 02 2023 21:50:00;4.560.000;3.020.000;3.830.000;11.410;290;6.930.000;4.560.000;11.490;39,2;43,5
12 02 2023 21:51:00;4.600.000;2.960.000;3.920.000;11.480;321;7.030.000;4.610.000;11.640;39,0;43,6
12 02 2023 21:52:00;4.510.000;2.870.000;3.900.000;11.280;307;7.100.000;4.630.000;11.730;38,8;43,6
12 02 2023 21:53:00;4.610.000;2.850.000;3.790.000;11.250;282;7.050.000;4.630.000;11.680;39,1;43,7
12 02 2023 21:54:00;4.590.000;2.740.000;3.850.000;11.180;255;6.920.000;4.590.000;11.510;39,3;43,5
12 02 2023 21:55:00;4.570.000;2.910.000;3.910.000;11.390;277;7.090.000;4.640.000;11.730;38,5;43,1
12 02 2023 21:56:00;4.550.000;2.960.000;3.850.000;11.360;299;7.020.000;4.680.000;11.700;38,2;42,8
12 02 2023 21:57:00;4.580.000;2.960.000;3.870.000;11.410;277;7.050.000;4.650.000;11.700;38,3;42,5
12 02 2023 21:58:00;4.650.000;2.970.000;3.900.000;11.520;292;7.030.000;4.620.000;11.650;37,6;42,4
12 02 2023 21:59:00;4.630.000;2.940.000;3.820.000;11.390;300;7.180.000;4.740.000;11.920;37,9;42,3
12 02 2023 22:00:00;4.580.000;2.960.000;3.920.000;11.460;288;6.940.000;4.540.000;11.480;37,8;42,3
12 02 2023 22:01:00;4.580.000;3.020.000;3.870.000;11.470;320;7.010.000;4.630.000;11.640;37,1;42,1
12 02 2023 22:02:00;4.560.000;2.950.000;3.850.000;11.360;305;7.020.000;4.720.000;11.740;37,1;41,8
12 02 2023 22:03:00;4.570.000;2.900.000;3.750.000;11.220;258;7.060.000;4.600.000;11.660;37,1;41,8
12 02 2023 22:04:00;4.640.000;2.880.000;3.920.000;11.440;306;6.980.000;4.590.000;11.570;37,4;41,9
12 02 2023 22:05:00;4.600.000;2.970.000;3.770.000;11.340;259;7.050.000;4.730.000;11.780;37,7;42,0
12 02 2023 22:06:00;4.590.000;2.970.000;3.870.000;11.430;319;7.160.000;4.610.000;11.770;38,4;42,2
12 02 2023 22:07:00;4.590.000;2.900.000;3.740.000;11.230;257;6.880.000;4.630.000;11.510;37,4;42,2
12 02 2023 22:08:00;4.570.000;2.970.000;3.840.000;11.380;241;7.050.000;4.560.000;11.610;37,4;42,0
12 02 2023 22:09:00;4.590.000;2.950.000;3.880.000;11.420;264;6.980.000;4.580.000;11.560;37,4;41,8
12 02 2023 22:10:00;4.540.000;2.870.000;3.920.000;11.330;257;6.980.000;4.590.000;11.570;37,2;41,8
12 02 2023 22:11:00;4.590.000;2.910.000;3.800.000;11.300;275;6.920.000;4.610.000;11.530;37,2;42,1
12 02 2023 22:12:00;4.500.000;2.900.000;3.870.000;11.270;256;7.070.000;4.550.000;11.620;37,9;42,5
12 02 2023 22:13:00;4.540.000;3.000.000;3.880.000;11.420;269;7.090.000;4.610.000;11.700;38,6;42,9
12 02 2023 22:14:00;4.600.000;2.920.000;3.910.000;11.430;276;6.950.000;4.570.000;11.520;38,4;43,3
12 02 2023 22:15:00;4.560.000;2.920.000;3.900.000;11.380;291;7.000.000;4.620.000;11.620;38,8;43,5
12 02 2023 22:16:00;4.570.000;3.030.000;3.800.000;11.400;313;7.110.000;4.540.000;11.650;38,9;43,7
12 02 2023 22:17:00;4.580.000;2.860.000;3.860.000;11.300;226;7.050.000;4.720.000;11.770;38,8;43,8
12 02 2023 22:18:00;4.540.000;2.940.000;3.750.000;11.230;228;7.020.000;4.590.000;11.610;39,4;43,8
12 02 2023 22:19:00;4.550.000;2.930.000;3.840.000;11.320;274;6.990.000;4.650.000;11.640;39,3;43,6
12 02 2023 22:20:00;4.500.000;2.950.000;3.870.000;11.320;302;6.960.000;4.550.000;11.510;38,8;43,4
12 02 2023 22:21:00;4.560.000;2.880.000;3.870.000;11.310;282;6.990.000;4.620.000;11.610;38,3;43,3
12 02 2023 22:22:00;4.600.000;2.950.000;3.790.000;11.340;278;7.140.000;4.640.000;11.780;38,7;43,4
12 02 2023 22:23:00;4.590.000;2.850.000;3.830.000;11.270;261;6.970.000;4.700.000;11.670;38,7;43,4
12 02 2023 22:24:00;4.600.000;3.020.000;3.880.000;11.500;334;7.060.000;4.610.000;11.670;39,1;43,5
12 02 2023 22:25:00;4.570.000;2.960.000;3.910.000;11.440;265;7.010.000;4.640.000;11.650;38,9;43,5
12 02 2023 22:26:00;4.580.000;2.820.000;3.840.000;11.240;263;7.060.000;4.630.000;11.690;38,9;43,6
12 02 2023 22:27:00;4.570.000;3.010.000;3.870.000;11.450;253;7.210.000;4.680.000;11.890;38,8;43,8
12 02 2023 22:28:00;4.560.000;2.910.000;3.810.000;11.280;278;7.080.000;4.680.000;11.760;39,2;43,9
12 02 2023 22:29:00;4.620.000;2.950.000;3.900.000;11.470;288;7.010.000;4.670.000;11.680;39,2;43,9
12 02 2023 22:30:00;4.510.000;2.940.000;3.860.000;11.310;277;7.100.000;4.600.000;11.700;39,4;44,0
12 02 2023 22:31:00;4.570.000;3.000.000;3.870.000;11.440;288;7.170.000;4.680.000;11.850;39,1;44,0
12 02 2023 22:32:00;4.550.000;2.990.000;3.850.000;11.390;289;7.060.000;4.670.000;11.730;39,5;44,1
12 02 2023 22:33:00;4.530.000;2.980.000;3.780.000;11.290;319;7.080.000;4.630.000;11.710;40,0;44,0
12 02 2023 22:34:00;4.600.000;2.840.000;3.840.000;11.280;284;7.100.000;4.630.000;11.730;39,3;43,9
12 02 2023 22:35:00;4.550.000;2.890.000;3.830.000;11.270;242;6.970.000;4.600.000;11.570;39,4;43,7
12 02 2023 22:36:00;4.620.000;3.050.000;3.820.000;11.490;268;7.100.000;4.630.000;11.730;39,5;43,4
12 02 2023 22:37:00;4.610.000;2.870.000;3.790.000;11.270;296;6.980.000;4.650.000;11.630;39,3;43,2
12 02 2023 22:38:00;4.630.000;2.850.000;3.890.000;11.370;307;7.050.000;4.660.000;11.710;39,0;42,9
12 02 2023 22:39:00;4.530.000;2.810.000;3.870.000;11.210;289;7.060.000;4.650.000;11.710;38,3;42,6
12 02 2023 22:40:00;4.600.000;2.910.000;3.830.000;11.340;304;7.140.000;4.600.000;11.740;37,8;42,5
12 02 2023 22:41:00;4.600.000;3.070.000;3.790.000;11.460;326;7.110.000;4.630.000;11.740;37,4;42,3
12 02 2023 22:42:00;4.540.000;3.030.000;3.870.000;11.440;268;6.980.000;4.550.000;11.530;37,8;42,3
12 02 2023 22:43:00;4.570.000;2.950.000;3.890.000;11.410;263;6.990.000;4.690.000;11.680;37,7;42,2
12 02 2023 22:44:00;4.600.000;2.960.000;3.930.000;11.490;250;7.070.000;4.650.000;11.720;37,4;42,2
12 02 2023 22:45:00;4.630.000;2.880.000;3.940.000;11.450;300;7.050.000;4.600.000;11.650;37,8;42,3
12 02 2023 22:46:00;4.560.000;2.930.000;3.800.000;11.290;315;6.970.000;4.670.000;11.640;37,9;42,4
12 02 2023 22:47:00;4.520.000;2.940.000;3.930.000;11.390;312;7.000.000;4.610.000;11.610;37,9;42,5
12 02 2023 22:48:00;4.540.000;2.920.000;3.870.000;11.330;287;6.950.000;4.630.000;11.580;38,1;42,4
12 02 2023 22:49:00;4.650.000;2.910.000;3.790.000;11.350;285;7.050.000;4.640.000;11.690;38,0;42,4
12 02 2023 22:50:00;4.630.000;2.930.000;3.850.000;11.410;292;7.000.000;4.690.000;11.690;37,8;42,2
12 02 2023 22:51:00;4.530.000;3.010.000;3.910.000;11.450;299;7.110.000;4.660.000;11.770;37,6;41,9
12 02 2023 22:52:00;4.570.000;2.940.000;3.880.000;11.390;273;6.970.000;4.650.000;11.620;37,4;41,6
12 02 2023 22:53:00;4.610.000;3.070.000;3.830.000;11.510;280;7.020.000;4.630.000;11.650;37,1;41,5
12 02 2023 22:54:00;4.580.000;2.940.000;3.890.000;11.410;297;7.000.000;4.630.000;11.630;36,5;41,3
12 02 2023 22:55:00;4.610.000;2.930.000;3.810.000;11.350;279;7.080.000;4.560.000;11.640;36,4;41,3
12 02 2023 22:56:00;4.560.000;2.910.000;3.840.000;11.310;286;7.090.000;4.620.000;11.710;36,4;41,3
12 02 2023 22:57:00;4.590.000;2.810.000;3.830.000;11.230;266;7.050.000;4.610.000;11.660;37,1;41,4
12 02 2023 22:58:00;4.570.000;2.960.000;3.820.000;11.350;277;6.960.000;4.570.000;11.530;36,9;41,5
12 02 2023 22:59:00;4.440.000;2.970.000;3.770.000;11.180;242;7.060.000;4.640.000;11.700;36,9;41,6
12 02 2023 23:00:00;4.410.000;2.920.000;3.730.000;11.060;164;7.030.000;4.670.000;11.700;37,2;42,0
12 02 2023 23:01:00;4.420.000;3.000.000;3.710.000;11.130;147;6.980.000;4.680.000;11.660;37,7;42,2
12 02 2023 23:02:00;4.440.000;2.990.000;3.760.000;11.190;110;6.920.000;4.590.000;11.510;37,4;42,3
12 02 2023 23:03:00;4.390.000;2.830.000;3.770.000;10.990;216;6.840.000;4.570.000;11.410;37,7;42,3
12 02 2023 23:04:00;4.460.000;2.970.000;3.810.000;11.240;364;6.880.000;4.420.000;11.300;37,8;42,4
12 02 2023 23:05:00;4.570.000;3.030.000;3.840.000;11.440;469;6.910.000;4.500.000;11.410;37,5;42,3
12 02 2023 23:06:00;4.510.000;2.920.000;3.830.000;11.260;487;6.950.000;4.440.000;11.390;37,2;42,2
12 02 2023 23:07:00;4.570.000;2.960.000;3.900.000;11.430;486;7.090.000;4.460.000;11.550;37,7;42,0
12 02 2023 23:08:00;4.580.000;2.950.000;3.850.000;11.380;469;7.140.000;4.470.000;11.610;37,1;41,7
12 02 2023 23:09:00;4.570.000;2.940.000;3.870.000;11.380;414;7.190.000;4.560.000;11.750;36,7;41,5
12 02 2023 23:10:00;4.530.000;2.940.000;3.830.000;11.300;287;7.270.000;4.680.000;11.950;36,9;41,3
12 02 2023 23:11:00;4.520.000;2.920.000;3.830.000;11.270;234;7.150.000;4.700.000;11.850;36,3;41,5
12 02 2023 23:12:00;4.550.000;2.680.000;3.830.000;11.060;138;7.080.000;4.820.000;11.900;36,5;41,6
12 02 2023 23:13:00;4.480.000;2.850.000;3.870.000;11.200;138;7.170.000;4.760.000;11.930;37,6;41,7
12 02 2023 23:14:00;4.630.000;2.970.000;3.780.000;11.380;139;6.960.000;4.700.000;11.660;37,1;41,7
12 02 2023 23:15:00;4.650.000;3.000.000;3.920.000;11.570;175;6.910.000;4.630.000;11.540;36,5;41,8
12 02 2023 23:16:00;4.590.000;3.000.000;3.840.000;11.430;336;6.800.000;4.510.000;11.310;36,7;41,8
12 02 2023 23:17:00;4.620.000;2.870.000;3.840.000;11.330;392;6.930.000;4.470.000;11.400;37,5;41,8
12 02 2023 23:18:00;4.570.000;2.860.000;3.920.000;11.350;426;7.000.000;4.520.000;11.520;37,1;41,8
12 02 2023 23:19:00;4.600.000;2.890.000;3.870.000;11.360;412;6.960.000;4.580.000;11.540;37,4;41,8
12 02 2023 23:20:00;4.550.000;2.920.000;3.930.000;11.400;390;7.170.000;4.690.000;11.860;37,1;41,8
12 02 2023 23:21:00;4.610.000;2.920.000;3.890.000;11.420;277;7.130.000;4.740.000;11.870;37,1;41,5
12 02 2023 23:22:00;4.580.000;2.880.000;3.730.000;11.190;193;7.160.000;4.680.000;11.840;36,6;41,0
12 02 2023 23:23:00;4.620.000;2.880.000;3.780.000;11.280;177;7.130.000;4.720.000;11.850;35,8;40,5
12 02 2023 23:24:00;4.650.000;2.920.000;3.850.000;11.420;167;6.910.000;4.700.000;11.610;35,6;40,2
12 02 2023 23:25:00;4.550.000;2.830.000;3.930.000;11.310;162;6.990.000;4.670.000;11.660;35,4;39,9
12 02 2023 23:26:00;4.570.000;2.870.000;3.780.000;11.220;240;6.940.000;4.590.000;11.530;35,4;39,7
12 02 2023 23:27:00;4.590.000;2.900.000;3.900.000;11.390;317;7.080.000;4.530.000;11.610;34,6;39,6
12 02 2023 23:28:00;4.570.000;2.870.000;3.880.000;11.320;388;6.940.000;4.500.000;11.440;34,6;39,5
12 02 2023 23:29:00;4.640.000;2.910.000;3.870.000;11.420;369;7.070.000;4.510.000;11.580;34,9;39,4
12 02 2023 23:30:00;4.550.000;3.040.000;3.870.000;11.460;327;7.090.000;4.630.000;11.720;34,8;39,4
12 02 2023 23:31:00;4.550.000;2.880.000;3.840.000;11.270;319;7.080.000;4.570.000;11.650;34,6;39,3
12 02 2023 23:32:00;4.520.000;2.930.000;3.830.000;11.280;298;7.120.000;4.680.000;11.800;34,4;39,3
12 02 2023 23:33:00;4.630.000;3.010.000;3.870.000;11.510;207;7.120.000;4.720.000;11.840;34,6;39,3
12 02 2023 23:34:00;4.600.000;2.930.000;3.800.000;11.330;189;7.010.000;4.760.000;11.770;34,6;39,2
12 02 2023 23:35:00;4.590.000;2.750.000;3.880.000;11.220;160;6.990.000;4.630.000;11.620;34,2;39,2
12 02 2023 23:36:00;4.610.000;2.950.000;3.870.000;11.430;189;6.990.000;4.680.000;11.670;34,9;39,1
12 02 2023 23:37:00;4.500.000;2.990.000;3.850.000;11.340;239;6.980.000;4.650.000;11.630;34,4;39,0
12 02 2023 23:38:00;4.610.000;2.960.000;3.830.000;11.400;303;7.050.000;4.560.000;11.610;33,8;39,0
12 02 2023 23:39:00;4.630.000;2.940.000;3.850.000;11.420;326;7.030.000;4.550.000;11.580;34,2;39,2
12 02 2023 23:40:00;4.660.000;2.870.000;3.900.000;11.430;313;7.030.000;4.570.000;11.600;34,9;39,3
12 02 2023 23:41:00;4.610.000;2.910.000;3.920.000;11.440;337;7.090.000;4.600.000;11.690;34,4;39,4
12 02 2023 23:42:00;4.570.000;2.840.000;3.760.000;11.170;336;7.050.000;4.660.000;11.710;34,6;39,4
12 02 2023 23:43:00;4.610.000;2.920.000;3.840.000;11.370;269;7.040.000;4.650.000;11.690;34,7;39,3
12 02 2023 23:44:00;4.610.000;2.850.000;3.880.000;11.340;245;6.950.000;4.710.000;11.660;34,4;38,9
12 02 2023 23:45:00;4.560.000;3.050.000;3.860.000;11.470;220;7.110.000;4.730.000;11.840;34,4;38,7
12 02 2023 23:46:00;4.630.000;2.880.000;3.870.000;11.380;199;7.070.000;4.650.000;11.720;33,6;38,5
12 02 2023 23:47:00;4.560.000;2.990.000;3.820.000;11.370;211;7.040.000;4.650.000;11.690;34,0;38,3
12 02 2023 23:48:00;4.610.000;2.930.000;3.920.000;11.460;211;7.080.000;4.700.000;11.780;33,5;38,1
12 02 2023 23:49:00;4.550.000;2.830.000;3.910.000;11.290;306;7.040.000;4.570.000;11.610;33,7;38,0
12 02 2023 23:50:00;4.630.000;2.880.000;3.910.000;11.420;289;7.080.000;4.570.000;11.650;33,4;38,0
12 02 2023 23:51:00;4.610.000;2.880.000;3.870.000;11.360;324;7.030.000;4.570.000;11.600;33,8;38,1
12 02 2023 23:52:00;4.610.000;2.940.000;3.900.000;11.450;319;7.140.000;4.530.000;11.670;33,7;38,1
12 02 2023 23:53:00;4.580.000;2.920.000;3.880.000;11.380;280;7.140.000;4.630.000;11.770;33,8;38,1
